DDMMYYYY,Q
01/01/1991,1.06421636510807
02/01/1991,1.08582650713773
03/01/1991,1.09086359832445
04/01/1991,1.11337578912544
05/01/1991,1.06465503670093
06/01/1991,0.934415704414496
07/01/1991,0.943184038019947
08/01/1991,1.20154350013511
09/01/1991,1.60781307761119
10/01/1991,1.27103625377177
11/01/1991,1.15376877961077
12/01/1991,1.27616439738449
13/01/1991,1.02128168600252
14/01/1991,0.997085930957479
15/01/1991,0.969439832031669
16/01/1991,1.04346867622526
17/01/1991,1.07005869143037
18/01/1991,1.03963104000424
19/01/1991,1.01254322878132
20/01/1991,0.991329886086788
21/01/1991,0.949309671596239
22/01/1991,0.992358586638831
23/01/1991,0.967053298374907
24/01/1991,0.914131360487128
25/01/1991,1.00137652240963
26/01/1991,0.985674178941074
27/01/1991,0.972043943762893
28/01/1991,0.939666264321787
29/01/1991,0.954399392930691
30/01/1991,0.953460826504323
31/01/1991,0.965653397840248
01/02/1991,0.950362057731248
02/02/1991,0.984598787967464
03/02/1991,0.884602970395008
04/02/1991,0.878455881136778
05/02/1991,0.884949495175748
06/02/1991,0.880629907407246
07/02/1991,0.969678803466371
08/02/1991,0.905391779336214
09/02/1991,0.924871678602051
10/02/1991,0.907753154399955
11/02/1991,0.942863260108084
12/02/1991,0.934839815819996
13/02/1991,0.985560622303312
14/02/1991,1.0699279917589
15/02/1991,1.09954032401864
16/02/1991,1.0220659964159
17/02/1991,0.873211605260943
18/02/1991,0.824743518793602
19/02/1991,0.831191072929827
20/02/1991,0.83652494781512
21/02/1991,0.738573706569837
22/02/1991,0.72754722471378
23/02/1991,0.90870010135972
24/02/1991,0.92809141529572
25/02/1991,0.989222527066007
26/02/1991,0.875058347297453
27/02/1991,0.772846008270152
28/02/1991,0.783510578212415
01/03/1991,0.95465020031286
02/03/1991,0.966104340494046
03/03/1991,1.00047123746895
04/03/1991,0.835368804313705
05/03/1991,0.903271020737074
06/03/1991,1.77008298141665
07/03/1991,1.75184308859013
08/03/1991,2.34195921838611
09/03/1991,7.99296099916921
10/03/1991,14.0309918312794
11/03/1991,9.13339350387883
12/03/1991,5.38836615895565
13/03/1991,2.33626992160794
14/03/1991,2.1888998917389
15/03/1991,2.58380423240487
16/03/1991,2.41259892714162
17/03/1991,1.84826077677016
18/03/1991,1.23742237481774
19/03/1991,1.24086274244456
20/03/1991,1.47608327605195
21/03/1991,1.64096602273968
22/03/1991,2.11206530266027
23/03/1991,2.77277661333736
24/03/1991,2.86460270517755
25/03/1991,2.40441586130085
26/03/1991,2.22992159216686
27/03/1991,2.53037925628367
28/03/1991,2.00742036146181
29/03/1991,1.94016089344191
30/03/1991,2.31095499126553
31/03/1991,1.89842987026195
01/04/1991,1.84571852078236
02/04/1991,2.10481231081069
03/04/1991,2.23179532904294
04/04/1991,3.78914152721368
05/04/1991,4.60596765608305
06/04/1991,3.98198173835018
07/04/1991,2.90783365576676
08/04/1991,3.26345927415165
09/04/1991,2.58278328487609
10/04/1991,3.27360514298772
11/04/1991,2.63100205645619
12/04/1991,1.720995630527
13/04/1991,1.58407486014644
14/04/1991,1.62796735244597
15/04/1991,1.24956019656073
16/04/1991,1.26018787698765
17/04/1991,1.62445534694341
18/04/1991,1.74452204093873
19/04/1991,1.91579737155326
20/04/1991,2.17127426392158
21/04/1991,4.99474406336048
22/04/1991,4.11953030383876
23/04/1991,2.81534145721462
24/04/1991,3.12825435642338
25/04/1991,3.12062129393617
26/04/1991,2.89588702901688
27/04/1991,3.64084673672571
28/04/1991,4.95585676557299
29/04/1991,3.87475965853019
30/04/1991,2.41246047133797
01/05/1991,2.30116421478636
02/05/1991,2.7573893069502
03/05/1991,2.79867175958266
04/05/1991,3.55201712018067
05/05/1991,3.54896653680168
06/05/1991,4.36824193442568
07/05/1991,3.78113055746435
08/05/1991,3.3308468276604
09/05/1991,3.1235946849092
10/05/1991,2.68630322773874
11/05/1991,3.22809325758733
12/05/1991,3.92085899920034
13/05/1991,4.74755365134589
14/05/1991,5.04998081384019
15/05/1991,7.76764196347558
16/05/1991,7.57042194383042
17/05/1991,5.87886153246327
18/05/1991,5.65150974269493
19/05/1991,5.86294963281803
20/05/1991,8.0693830534529
21/05/1991,6.61339835381222
22/05/1991,5.92108134245494
23/05/1991,5.55303466826695
24/05/1991,6.44324975958896
25/05/1991,8.55990479393145
26/05/1991,7.28903286964599
27/05/1991,8.60556685391814
28/05/1991,9.01914703145915
29/05/1991,7.95477711354144
30/05/1991,7.41111132288851
31/05/1991,9.76190425781643
01/06/1991,9.59912335904278
02/06/1991,9.91354578793748
03/06/1991,25.0103746865837
04/06/1991,30.4728544427663
05/06/1991,23.3692351297617
06/06/1991,17.8785373430884
07/06/1991,14.4974234311385
08/06/1991,19.3389733421535
09/06/1991,21.0038419100935
10/06/1991,18.3834339283982
11/06/1991,26.4635566132507
12/06/1991,20.9151173914494
13/06/1991,12.0367980923517
14/06/1991,10.9760673372016
15/06/1991,7.32514681981749
16/06/1991,7.33727310895562
17/06/1991,17.3112885121978
18/06/1991,12.2110286068178
19/06/1991,14.4912226120367
20/06/1991,10.0520281383333
21/06/1991,8.80725342362048
22/06/1991,18.600640651647
23/06/1991,19.5810516687404
24/06/1991,17.2633082529881
25/06/1991,17.3365252780106
26/06/1991,24.2497494525613
27/06/1991,45.6123738609133
28/06/1991,35.1953037285523
29/06/1991,34.4968215179732
30/06/1991,29.8589186053409
01/07/1991,13.6488829684659
02/07/1991,19.1042524721428
03/07/1991,15.2842757609457
04/07/1991,9.66554859796114
05/07/1991,17.0238697256393
06/07/1991,17.6976894621369
07/07/1991,10.8465684443323
08/07/1991,11.1396283475121
09/07/1991,17.237479466817
10/07/1991,10.2446222947324
11/07/1991,12.2677761103712
12/07/1991,6.36766790791685
13/07/1991,3.52861173175921
14/07/1991,2.39440354270149
15/07/1991,2.18130111753189
16/07/1991,2.35157047724355
17/07/1991,2.25389033275887
18/07/1991,2.52750173739941
19/07/1991,2.91586495379216
20/07/1991,2.80479807392527
21/07/1991,3.02508208395784
22/07/1991,3.20456469286971
23/07/1991,2.7403345539819
24/07/1991,2.74036065684514
25/07/1991,2.56307152649524
26/07/1991,2.53780278200516
27/07/1991,2.88055321412578
28/07/1991,2.57031373906819
29/07/1991,2.95111369049158
30/07/1991,2.51161295806229
31/07/1991,2.34533976286032
01/08/1991,2.23580345801783
02/08/1991,1.44755967386884
03/08/1991,1.00041724291776
04/08/1991,1.36716464432978
05/08/1991,1.81066775825886
06/08/1991,1.77704004510124
07/08/1991,1.92651427298504
08/08/1991,1.73467040748538
09/08/1991,1.70354388835652
10/08/1991,1.48325091995082
11/08/1991,1.19294063221125
12/08/1991,1.88133400981256
13/08/1991,1.97974334667194
14/08/1991,1.49639648789689
15/08/1991,1.92646503710176
16/08/1991,1.89202584416399
17/08/1991,2.08192847111959
18/08/1991,2.18925750995158
