DDMMYYYY,Q
01/01/1995,2.27435361395635
02/01/1995,5.79918910757028
03/01/1995,6.55489133149165
04/01/1995,5.52827997251164
05/01/1995,3.8728554457607
06/01/1995,3.21046472675075
07/01/1995,5.07357382441034
08/01/1995,3.43228885565278
09/01/1995,3.86149324744437
10/01/1995,1.98694053411157
11/01/1995,1.84332671985924
12/01/1995,1.59060185345765
13/01/1995,1.3915853837252
14/01/1995,1.77318999993294
15/01/1995,1.60509347207415
16/01/1995,1.76975860963666
17/01/1995,1.41644477389871
18/01/1995,0.909770145028577
19/01/1995,0.904818827977569
20/01/1995,0.742868276231237
21/01/1995,0.818609349689458
22/01/1995,1.12691882882209
23/01/1995,1.13754322487904
24/01/1995,0.786840294969948
25/01/1995,0.557847873987423
26/01/1995,0.425695049805526
27/01/1995,0.611122588782087
28/01/1995,0.882527013337052
29/01/1995,0.701144502960031
30/01/1995,0.669694639584052
31/01/1995,0.744876031174655
01/02/1995,0.842698349559272
02/02/1995,0.987061147636154
03/02/1995,1.24746299384089
04/02/1995,1.99864651411699
05/02/1995,2.17632840966183
06/02/1995,2.44365143471154
07/02/1995,1.79508198023583
08/02/1995,1.957465535016
09/02/1995,3.38195681747937
10/02/1995,4.26108388427401
11/02/1995,4.76802849866687
12/02/1995,3.43695904485721
13/02/1995,3.39839489309691
14/02/1995,3.90752413512733
15/02/1995,3.54362940410475
16/02/1995,3.58652087035417
17/02/1995,3.45632252984701
18/02/1995,3.45379624906486
19/02/1995,3.0586263599844
20/02/1995,3.08923572824363
21/02/1995,2.90827253154603
22/02/1995,2.92868922004343
23/02/1995,2.50186353415776
24/02/1995,2.80855797125134
25/02/1995,2.16128621458859
26/02/1995,1.35438678748226
27/02/1995,1.293952947558
28/02/1995,0.935853142567553
01/03/1995,0.994398995177953
02/03/1995,0.990473107320042
03/03/1995,1.67734261127401
04/03/1995,1.79849141126883
05/03/1995,1.93541682770511
06/03/1995,2.34910828952379
07/03/1995,2.5406746941956
08/03/1995,2.31470406987953
09/03/1995,2.58194259906243
10/03/1995,3.21921410075627
11/03/1995,2.75439025244003
12/03/1995,2.90093573205854
13/03/1995,2.97360026628569
14/03/1995,2.91880630178917
15/03/1995,3.16649350101097
16/03/1995,3.79789749089435
17/03/1995,3.9366421199728
18/03/1995,3.54512269811829
19/03/1995,3.31079432913453
20/03/1995,2.83070375387641
21/03/1995,3.25579947839964
22/03/1995,3.99558618740707
23/03/1995,6.19296061839726
24/03/1995,5.67884345024558
25/03/1995,5.17706147832394
26/03/1995,6.72407291874676
27/03/1995,5.52468286038835
28/03/1995,6.51255905455955
29/03/1995,6.17533649184307
30/03/1995,6.09641824727884
31/03/1995,4.2420602320313
01/04/1995,3.33551322314011
02/04/1995,4.08098161382335
03/04/1995,3.16051982650138
04/04/1995,5.52852137241058
05/04/1995,9.9435522522304
06/04/1995,9.25447165251985
07/04/1995,7.485445877644
08/04/1995,6.57492455262431
09/04/1995,6.80049784971217
10/04/1995,5.13398247338019
11/04/1995,3.56974100718779
12/04/1995,3.35435848593125
13/04/1995,2.16511916590553
14/04/1995,1.50998217019834
15/04/1995,1.10727349283486
16/04/1995,0.788937595950752
17/04/1995,0.822786040434329
18/04/1995,0.859080163368026
19/04/1995,1.06912558588957
20/04/1995,1.29913697545953
21/04/1995,2.10308046016883
22/04/1995,3.03695193039927
23/04/1995,3.66072912380855
24/04/1995,3.08782191508085
25/04/1995,2.92159578855883
26/04/1995,2.97335219377235
27/04/1995,5.53508884618192
28/04/1995,4.6975443251303
29/04/1995,2.69412040159669
30/04/1995,1.92940709508149
01/05/1995,1.46770339624069
02/05/1995,1.6273508600559
03/05/1995,1.38027841708212
04/05/1995,1.29552090413989
05/05/1995,1.24068908105536
06/05/1995,1.4002396131046
07/05/1995,1.29701996036298
08/05/1995,1.0327463485267
09/05/1995,0.84378279910692
10/05/1995,0.670608233042684
11/05/1995,0.536674781899312
12/05/1995,0.520071479186133
13/05/1995,0.519391905998386
14/05/1995,0.500019888032691
15/05/1995,0.394801557764571
16/05/1995,0.227829350381278
17/05/1995,0.169721082597112
18/05/1995,0.149473325625439
19/05/1995,0.240413650597199
20/05/1995,0.338782460292096
21/05/1995,0.364410508824116
22/05/1995,0.289133386889969
23/05/1995,0.194801465218129
24/05/1995,0.105850230480353
25/05/1995,0.0962679464601167
26/05/1995,0.177336466532909
27/05/1995,0.239851324093397
28/05/1995,0.219394297737414
29/05/1995,0.245269461140686
30/05/1995,0.251762789722968
31/05/1995,0.340157166781298
01/06/1995,0.376708063100577
02/06/1995,0.39672602389297
03/06/1995,0.301707381639855
04/06/1995,0.17353640534032
05/06/1995,0.208133380110367
06/06/1995,0.293480665555665
