DDMMYYYY,Q
01-Jan-1995,1.67883775896298
02-Jan-1995,2.268044670559
03-Jan-1995,1.66380867305274
04-Jan-1995,1.39234697902227
05-Jan-1995,1.3506500467419
06-Jan-1995,1.13930966962315
07-Jan-1995,0.85048747338443
08-Jan-1995,0.728649379825308
09-Jan-1995,0.929097550945291
10-Jan-1995,1.2791819564176
11-Jan-1995,1.57862476435168
12-Jan-1995,1.83447775125004
13-Jan-1995,2.12919071051489
14-Jan-1995,2.70835796198948
15-Jan-1995,3.03603620045884
16-Jan-1995,3.59743751255682
17-Jan-1995,4.6398086757335
18-Jan-1995,6.78984546274104
19-Jan-1995,8.57257150088001
20-Jan-1995,7.96734965673839
21-Jan-1995,7.18279790213335
22-Jan-1995,7.87971817079109
23-Jan-1995,6.87566199194601
24-Jan-1995,4.21491079001214
25-Jan-1995,3.5775286311778
26-Jan-1995,4.33496947593146
27-Jan-1995,3.12453139512015
28-Jan-1995,3.56353843364707
29-Jan-1995,2.33821144250477
30-Jan-1995,1.85960258767829
31-Jan-1995,1.85471974624886
01-Feb-1995,2.56237292265038
02-Feb-1995,1.82863512674079
03-Feb-1995,1.88216275913591
04-Feb-1995,2.05846148967908
05-Feb-1995,2.66031993647149
06-Feb-1995,2.8397918313695
07-Feb-1995,3.0956366018714
08-Feb-1995,3.85724843386886
09-Feb-1995,3.92055515921455
10-Feb-1995,3.99638615015447
11-Feb-1995,5.88462721025038
12-Feb-1995,7.35336320892846
13-Feb-1995,6.51728899516975
14-Feb-1995,5.99861065034583
15-Feb-1995,5.70863269026606
16-Feb-1995,5.72125622887762
17-Feb-1995,5.45602941414129
18-Feb-1995,4.29643838933813
19-Feb-1995,3.38086648691345
20-Feb-1995,3.83858842371725
21-Feb-1995,4.05472497203124
22-Feb-1995,3.86803498958689
23-Feb-1995,4.03486953802123
24-Feb-1995,3.08894083227596
25-Feb-1995,3.04173542004852
26-Feb-1995,3.16920128921743
27-Feb-1995,3.71989302444917
28-Feb-1995,3.32986466081624
01-Mar-1995,3.69747103996931
02-Mar-1995,3.16031688038223
03-Mar-1995,2.60738540397733
04-Mar-1995,2.1022128631596
05-Mar-1995,1.93298958199017
06-Mar-1995,2.06140216766757
07-Mar-1995,3.54221544014713
08-Mar-1995,5.14822054984707
09-Mar-1995,5.3005073359577
10-Mar-1995,4.09513115336146
11-Mar-1995,3.55740774747981
12-Mar-1995,2.57130505372384
13-Mar-1995,1.90294053001346
14-Mar-1995,1.94318728203941
15-Mar-1995,2.88225632831813
16-Mar-1995,2.89911758963982
17-Mar-1995,2.5178607211601
18-Mar-1995,1.53249211594523
19-Mar-1995,1.02071609524786
20-Mar-1995,0.868491873028125
21-Mar-1995,0.762589566001777
22-Mar-1995,0.600241001134336
23-Mar-1995,0.541916649476679
24-Mar-1995,0.529768541332724
25-Mar-1995,0.590685319353922
26-Mar-1995,0.62498686255189
27-Mar-1995,0.608560905600867
28-Mar-1995,0.568848561963179
29-Mar-1995,0.565644896915124
30-Mar-1995,0.636405975572571
31-Mar-1995,0.784866619474694
01-Apr-1995,1.05747883090895
02-Apr-1995,1.35314750087838
03-Apr-1995,1.83235716100783
04-Apr-1995,2.44211117971092
05-Apr-1995,2.57743303237964
06-Apr-1995,2.00814126334619
07-Apr-1995,2.15720967798837
08-Apr-1995,1.80123872863561
09-Apr-1995,1.72541210636294
10-Apr-1995,1.92972981117036
11-Apr-1995,1.91600495295728
12-Apr-1995,2.18993373035925
13-Apr-1995,2.13995157767933
14-Apr-1995,1.85186165296593
15-Apr-1995,1.86160772245135
16-Apr-1995,1.48117720971654
17-Apr-1995,1.29061189495681
18-Apr-1995,1.18947685726843
19-Apr-1995,1.10122026982353
20-Apr-1995,0.919442555153106
21-Apr-1995,0.724960507547182
22-Apr-1995,0.622670147278058
23-Apr-1995,0.573201680333583
24-Apr-1995,0.537479761655816
25-Apr-1995,0.464367338011164
26-Apr-1995,0.345923730568363
27-Apr-1995,0.290212497230696
28-Apr-1995,0.296875818028619
29-Apr-1995,0.304721771396512
30-Apr-1995,0.288655174311676
01-May-1995,0.287345688955126
02-May-1995,0.366043022564677
03-May-1995,0.463489033293967
04-May-1995,0.560715820125814
05-May-1995,0.609724202550241
06-May-1995,0.608818992769155
07-May-1995,0.563653705712869
08-May-1995,0.478184730260233
09-May-1995,0.399440880637497
10-May-1995,0.341739645123044
11-May-1995,0.291712671371749
12-May-1995,0.253466096462891
13-May-1995,0.262350175742425
14-May-1995,0.315305176009342
15-May-1995,0.397415160390231
16-May-1995,0.465011885379725
17-May-1995,0.506810754777515
18-May-1995,0.524672464714676
19-May-1995,0.518568997243047
20-May-1995,0.524146381046612
21-May-1995,0.49975060682391
22-May-1995,0.51094806852948
23-May-1995,0.471019618857017
24-May-1995,0.414395488689918
25-May-1995,0.355955982347282
26-May-1995,0.3563076786346
27-May-1995,0.403632076735506
28-May-1995,0.529381004082087
29-May-1995,0.709644267603683
30-May-1995,0.747521844370363
31-May-1995,0.638537563338315
01-Jun-1995,0.481503518269698
02-Jun-1995,0.507049828393339
03-Jun-1995,0.561606434586301
04-Jun-1995,0.706632433452275
05-Jun-1995,0.903324143945066
06-Jun-1995,1.04830358826306
07-Jun-1995,0.985137917489523
08-Jun-1995,0.799767818386518
09-Jun-1995,0.67188602540928
10-Jun-1995,0.566677976514726
11-Jun-1995,0.4564535965189
12-Jun-1995,0.348281453431959
13-Jun-1995,0.291799632833673
14-Jun-1995,0.249532882794813
15-Jun-1995,0.261532300042744
16-Jun-1995,0.296741393649859
17-Jun-1995,0.42009411451541
18-Jun-1995,0.461640652620713
19-Jun-1995,0.480954200703787
20-Jun-1995,0.399864837914686
21-Jun-1995,0.394991457445715
22-Jun-1995,0.425914700644434
23-Jun-1995,0.489309835556818
24-Jun-1995,0.483462378526086
25-Jun-1995,0.405708213174992
26-Jun-1995,0.309270363626676
27-Jun-1995,0.268908365951183
28-Jun-1995,0.351080539000862
