DDMMYYYY,Q
01/01/1995,3.01394370567384
02/01/1995,2.47554099576043
03/01/1995,1.0948583407302
04/01/1995,0.892089698473459
05/01/1995,0.448413375495409
06/01/1995,0.933329431580011
07/01/1995,1.74031260993328
08/01/1995,0.926439459565379
09/01/1995,0.777136167013569
10/01/1995,1.06636825402872
11/01/1995,0.862358247268718
12/01/1995,1.38757860106769
13/01/1995,2.89103405117668
14/01/1995,2.57883727806299
15/01/1995,1.26403435793706
16/01/1995,2.70641503049238
17/01/1995,7.57625426401828
18/01/1995,7.21951552500052
19/01/1995,1.59846576466959
20/01/1995,1.35780255375232
21/01/1995,0.436376270220707
22/01/1995,0.31142086685871
23/01/1995,0.252489956755191
24/01/1995,0.789786288497136
25/01/1995,0.584971386663453
26/01/1995,2.04927808488664
27/01/1995,2.29788752675573
28/01/1995,0.8108234183282
29/01/1995,1.10044719066001
30/01/1995,5.41801386550078
31/01/1995,5.24384422389169
01/02/1995,3.11871510797761
02/02/1995,2.11958312045611
03/02/1995,2.36642075452837
04/02/1995,1.26848795309486
05/02/1995,0.719054006602938
06/02/1995,1.76990638307213
07/02/1995,0.951969230029788
08/02/1995,0.169500458732943
09/02/1995,0.352079827536149
10/02/1995,0.99648925846466
11/02/1995,5.74726834902193
12/02/1995,4.66312571596722
13/02/1995,2.45708338908269
14/02/1995,3.32455443778634
15/02/1995,2.94238746025801
16/02/1995,5.74027926937088
17/02/1995,5.30904982791188
18/02/1995,4.62553399587314
19/02/1995,2.55861374701527
20/02/1995,2.72349165008511
21/02/1995,3.08897564516995
22/02/1995,4.06819936199762
23/02/1995,4.94221504087362
24/02/1995,1.70341538952091
25/02/1995,0.608568413768382
26/02/1995,0.448736108841447
27/02/1995,0.305149553616165
28/02/1995,0.314800965691374
01/03/1995,0.423063039115836
02/03/1995,0.520410447035397
03/03/1995,0.338452099919311
04/03/1995,0.350593356522583
05/03/1995,0.660989039886632
06/03/1995,1.92806992654575
07/03/1995,0.659477584692431
08/03/1995,0.730105601086765
09/03/1995,3.61142956486926
10/03/1995,17.9563864742585
11/03/1995,11.3867688256489
12/03/1995,3.91430473942282
13/03/1995,6.32382724866795
14/03/1995,3.67765690841459
15/03/1995,3.17709314557374
16/03/1995,2.12971835453419
17/03/1995,1.32104798290844
18/03/1995,0.848355261852631
19/03/1995,0.845431914982392
20/03/1995,2.67686935315141
21/03/1995,1.30814162678571
22/03/1995,3.05437672910309
23/03/1995,1.31156442114039
24/03/1995,1.012796125353
25/03/1995,7.09863782163296
26/03/1995,3.1781507083316
27/03/1995,1.85282658898691
28/03/1995,1.12789108490312
29/03/1995,0.448035962837474
30/03/1995,0.483185643902047
31/03/1995,0.630535618293837
01/04/1995,0.370372504308923
02/04/1995,0.58176220210664
03/04/1995,1.06992524876518
04/04/1995,1.62811756693652
05/04/1995,0.831945519696093
06/04/1995,0.212142978287172
07/04/1995,0.411216611117727
08/04/1995,0.945760542615281
09/04/1995,0.549425356891967
10/04/1995,0.534824717673883
11/04/1995,0.30742397230828
12/04/1995,0.297159078712168
13/04/1995,0.38554236530407
14/04/1995,0.449250903001615
15/04/1995,0.523361161107958
16/04/1995,0.557978613389734
17/04/1995,0.609012991794959
18/04/1995,0.483664201167473
19/04/1995,0.431836583875132
20/04/1995,0.368525906827702
21/04/1995,0.305387642044989
22/04/1995,3.02822845047167
23/04/1995,3.75660308710366
24/04/1995,0.912549883539171
25/04/1995,0.364648773349737
26/04/1995,0.180968555219524
27/04/1995,1.32095224308185
28/04/1995,0.663798131584318
29/04/1995,0.118661092060142
30/04/1995,0.153712655459715
01/05/1995,0.197427065763392
02/05/1995,0.264710053119779
03/05/1995,0.288717422295388
04/05/1995,0.155573712664824
05/05/1995,0.13351327919215
06/05/1995,0.136198146246792
